USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root      4322  1.3  0.0 302068 18216 pts/96   Ssl+ Sep28  14:33 kvm -m 1 -hda microMachine.hda -curses
root      4326  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_92 taskset -c 21 kvm -m 1 -hda microMachine.hda -curses
root      4329  1.3  0.0 302068 18212 pts/97   Ssl+ Sep28  14:35 kvm -m 1 -hda microMachine.hda -curses
root      4331  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_93 taskset -c 22 kvm -m 1 -hda microMachine.hda -curses
root      4334  1.3  0.0 302068 18212 pts/98   Ssl+ Sep28  14:39 kvm -m 1 -hda microMachine.hda -curses
root      4337  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_94 taskset -c 23 kvm -m 1 -hda microMachine.hda -curses
root      4339  1.2  0.0 302068 18216 pts/99   Ssl+ Sep28  14:02 kvm -m 1 -hda microMachine.hda -curses
root      4342  0.0  0.0  27020  1328 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_95 taskset -c 24 kvm -m 1 -hda microMachine.hda -curses
root      4344  1.6  0.0 302068 18216 pts/100  Ssl+ Sep28  18:09 kvm -m 1 -hda microMachine.hda -curses
root      4345  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_96 taskset -c 25 kvm -m 1 -hda microMachine.hda -curses
root      4348  1.3  0.0 302068 18212 pts/101  Ssl+ Sep28  14:13 kvm -m 1 -hda microMachine.hda -curses
root      4350  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_97 taskset -c 26 kvm -m 1 -hda microMachine.hda -curses
root      4354  1.3  0.0 302068 18216 pts/102  Rsl+ Sep28  14:27 kvm -m 1 -hda microMachine.hda -curses
root      4356  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_98 taskset -c 27 kvm -m 1 -hda microMachine.hda -curses
root      4359  1.4  0.0 302068 18212 pts/103  Rsl+ Sep28  16:01 kvm -m 1 -hda microMachine.hda -curses
root      4362  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_99 taskset -c 28 kvm -m 1 -hda microMachine.hda -curses
root      4366  1.4  0.0 302068 18212 pts/104  Ssl+ Sep28  15:57 kvm -m 1 -hda microMachine.hda -curses
root      4367  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_100 taskset -c 29 kvm -m 1 -hda microMachine.hda -curses
root      4370  1.4  0.0 302068 18212 pts/105  Ssl+ Sep28  15:17 kvm -m 1 -hda microMachine.hda -curses
root      4372  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_101 taskset -c 30 kvm -m 1 -hda microMachine.hda -curses
root      4374  1.5  0.0 302068 18216 pts/106  Ssl+ Sep28  17:06 kvm -m 1 -hda microMachine.hda -curses
root      4377  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_102 taskset -c 31 kvm -m 1 -hda microMachine.hda -curses
root      4379  1.5  0.0 302068 18216 pts/107  Rsl+ Sep28  17:15 kvm -m 1 -hda microMachine.hda -curses
root      4382  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_103 taskset -c 32 kvm -m 1 -hda microMachine.hda -curses
root      4384  1.4  0.0 302068 18216 pts/108  Ssl+ Sep28  15:56 kvm -m 1 -hda microMachine.hda -curses
root      4385  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_104 taskset -c 33 kvm -m 1 -hda microMachine.hda -curses
root      4389  1.4  0.0 302068 18216 pts/109  Ssl+ Sep28  15:47 kvm -m 1 -hda microMachine.hda -curses
root      4390  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_105 taskset -c 34 kvm -m 1 -hda microMachine.hda -curses
root      4394  1.5  0.0 302068 18216 pts/110  Ssl+ Sep28  16:50 kvm -m 1 -hda microMachine.hda -curses
root      4395  0.0  0.0  27020  1328 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_106 taskset -c 35 kvm -m 1 -hda microMachine.hda -curses
root      4399  1.5  0.0 302068 18212 pts/111  Ssl+ Sep28  16:48 kvm -m 1 -hda microMachine.hda -curses
root      4401  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_107 taskset -c 36 kvm -m 1 -hda microMachine.hda -curses
root      4406  1.4  0.0 302068 18212 pts/112  Ssl+ Sep28  15:52 kvm -m 1 -hda microMachine.hda -curses
root      4407  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_108 taskset -c 37 kvm -m 1 -hda microMachine.hda -curses
root      4409  1.3  0.0 302068 18216 pts/113  Ssl+ Sep28  15:04 kvm -m 1 -hda microMachine.hda -curses
root      4412  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_109 taskset -c 38 kvm -m 1 -hda microMachine.hda -curses
root      4414  1.4  0.0 302068 18212 pts/114  Ssl+ Sep28  15:52 kvm -m 1 -hda microMachine.hda -curses
root      4417  0.0  0.0  27020  1328 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_110 taskset -c 39 kvm -m 1 -hda microMachine.hda -curses
root      4420  1.3  0.0 302068 18216 pts/115  Ssl+ Sep28  14:52 kvm -m 1 -hda microMachine.hda -curses
root      4422  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_111 taskset -c 40 kvm -m 1 -hda microMachine.hda -curses
root      4424  1.4  0.0 302068 18216 pts/116  Ssl+ Sep28  15:26 kvm -m 1 -hda microMachine.hda -curses
root      4426  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_112 taskset -c 41 kvm -m 1 -hda microMachine.hda -curses
root      4429  1.3  0.0 302068 18216 pts/117  Ssl+ Sep28  15:01 kvm -m 1 -hda microMachine.hda -curses
root      4430  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_113 taskset -c 42 kvm -m 1 -hda microMachine.hda -curses
root      4434  1.3  0.0 302068 18216 pts/118  Ssl+ Sep28  14:50 kvm -m 1 -hda microMachine.hda -curses
root      4435  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_114 taskset -c 43 kvm -m 1 -hda microMachine.hda -curses
root      4439  1.4  0.0 302068 18212 pts/119  Ssl+ Sep28  15:31 kvm -m 1 -hda microMachine.hda -curses
root      4440  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_115 taskset -c 44 kvm -m 1 -hda microMachine.hda -curses
root      4443  1.3  0.0 302068 18216 pts/120  Ssl+ Sep28  15:08 kvm -m 1 -hda microMachine.hda -curses
root      4447  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_116 taskset -c 45 kvm -m 1 -hda microMachine.hda -curses
root      4449  1.3  0.0 302068 18216 pts/121  Ssl+ Sep28  14:25 kvm -m 1 -hda microMachine.hda -curses
root      4452  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_117 taskset -c 46 kvm -m 1 -hda microMachine.hda -curses
root      4454  1.4  0.0 302068 18216 pts/122  Ssl+ Sep28  15:27 kvm -m 1 -hda microMachine.hda -curses
root      4457  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_118 taskset -c 47 kvm -m 1 -hda microMachine.hda -curses
root      4459  1.3  0.0 302068 18212 pts/123  Ssl+ Sep28  14:33 kvm -m 1 -hda microMachine.hda -curses
root      4462  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_119 taskset -c 8 kvm -m 1 -hda microMachine.hda -curses
root      4464  1.2  0.0 302068 18216 pts/124  Rsl+ Sep28  13:44 kvm -m 1 -hda microMachine.hda -curses
root      4465  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_120 taskset -c 9 kvm -m 1 -hda microMachine.hda -curses
root      4469  1.3  0.0 302068 18212 pts/125  Ssl+ Sep28  14:49 kvm -m 1 -hda microMachine.hda -curses
root      4470  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_121 taskset -c 10 kvm -m 1 -hda microMachine.hda -curses
root      4472  1.3  0.0 302068 18212 pts/126  Ssl+ Sep28  14:40 kvm -m 1 -hda microMachine.hda -curses
root      4475  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_122 taskset -c 11 kvm -m 1 -hda microMachine.hda -curses
root      4477  1.4  0.0 302068 18216 pts/127  Ssl+ Sep28  15:42 kvm -m 1 -hda microMachine.hda -curses
root      4480  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_123 taskset -c 12 kvm -m 1 -hda microMachine.hda -curses
root      4482  1.3  0.0 302068 18216 pts/128  Ssl+ Sep28  14:35 kvm -m 1 -hda microMachine.hda -curses
root      4487  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_124 taskset -c 13 kvm -m 1 -hda microMachine.hda -curses
root      4489  1.3  0.0 302068 18216 pts/129  Ssl+ Sep28  15:01 kvm -m 1 -hda microMachine.hda -curses
root      4492  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_125 taskset -c 14 kvm -m 1 -hda microMachine.hda -curses
root      4494  1.3  0.0 302068 18216 pts/130  Ssl+ Sep28  15:00 kvm -m 1 -hda microMachine.hda -curses
root      4497  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_126 taskset -c 15 kvm -m 1 -hda microMachine.hda -curses
root      4499  1.3  0.0 302068 18216 pts/131  Ssl+ Sep28  14:58 kvm -m 1 -hda microMachine.hda -curses
root      4502  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_127 taskset -c 16 kvm -m 1 -hda microMachine.hda -curses
root      4504  1.3  0.0 302068 18216 pts/132  Ssl+ Sep28  14:15 kvm -m 1 -hda microMachine.hda -curses
root      4505  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_128 taskset -c 17 kvm -m 1 -hda microMachine.hda -curses
root      4508  1.3  0.0 302068 18216 pts/133  Ssl+ Sep28  15:05 kvm -m 1 -hda microMachine.hda -curses
root      4510  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_129 taskset -c 18 kvm -m 1 -hda microMachine.hda -curses
root      4512  1.3  0.0 302068 18216 pts/134  Rsl+ Sep28  14:43 kvm -m 1 -hda microMachine.hda -curses
root      4515  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_130 taskset -c 19 kvm -m 1 -hda microMachine.hda -curses
root      4517  1.3  0.0 302068 18212 pts/135  Ssl+ Sep28  14:12 kvm -m 1 -hda microMachine.hda -curses
root      4520  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_131 taskset -c 20 kvm -m 1 -hda microMachine.hda -curses
root      4522  1.2  0.0 302068 18212 pts/136  Ssl+ Sep28  14:03 kvm -m 1 -hda microMachine.hda -curses
root      4525  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_132 taskset -c 21 kvm -m 1 -hda microMachine.hda -curses
root      4528  1.4  0.0 302068 18216 pts/137  Ssl+ Sep28  15:22 kvm -m 1 -hda microMachine.hda -curses
root      4531  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_133 taskset -c 22 kvm -m 1 -hda microMachine.hda -curses
root      4534  1.3  0.0 302068 18216 pts/138  Ssl+ Sep28  14:15 kvm -m 1 -hda microMachine.hda -curses
root      4537  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_134 taskset -c 23 kvm -m 1 -hda microMachine.hda -curses
root      4539  1.5  0.0 302068 18216 pts/139  Ssl+ Sep28  16:46 kvm -m 1 -hda microMachine.hda -curses
root      4541  0.0  0.0  27020  1328 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_135 taskset -c 24 kvm -m 1 -hda microMachine.hda -curses
root      4544  1.8  0.0 302068 18216 pts/140  Rsl+ Sep28  19:47 kvm -m 1 -hda microMachine.hda -curses
root      4545  0.0  0.0  27020  1328 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_136 taskset -c 25 kvm -m 1 -hda microMachine.hda -curses
root      4548  1.7  0.0 302068 18216 pts/141  Ssl+ Sep28  18:49 kvm -m 1 -hda microMachine.hda -curses
root      4550  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_137 taskset -c 26 kvm -m 1 -hda microMachine.hda -curses
root      4552  1.4  0.0 302068 18212 pts/142  Rsl+ Sep28  15:50 kvm -m 1 -hda microMachine.hda -curses
root      4555  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_138 taskset -c 27 kvm -m 1 -hda microMachine.hda -curses
root      4558  1.4  0.0 302068 18216 pts/143  Ssl+ Sep28  15:29 kvm -m 1 -hda microMachine.hda -curses
root      4560  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_139 taskset -c 28 kvm -m 1 -hda microMachine.hda -curses
root      4564  1.4  0.0 302068 18216 pts/144  Ssl+ Sep28  15:53 kvm -m 1 -hda microMachine.hda -curses
root      4567  0.0  0.0  27020  1328 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_140 taskset -c 29 kvm -m 1 -hda microMachine.hda -curses
root      4569  1.4  0.0 302068 18216 pts/145  Ssl+ Sep28  15:19 kvm -m 1 -hda microMachine.hda -curses
root      4572  0.0  0.0  27020  1328 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_141 taskset -c 30 kvm -m 1 -hda microMachine.hda -curses
root      4576  1.6  0.0 302068 18216 pts/146  Ssl+ Sep28  17:50 kvm -m 1 -hda microMachine.hda -curses
root      4577  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_142 taskset -c 31 kvm -m 1 -hda microMachine.hda -curses
root      4581  1.5  0.0 302068 18216 pts/147  Ssl+ Sep28  17:14 kvm -m 1 -hda microMachine.hda -curses
root      4582  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_143 taskset -c 32 kvm -m 1 -hda microMachine.hda -curses
root      4584  1.5  0.0 302068 18216 pts/148  Ssl+ Sep28  17:17 kvm -m 1 -hda microMachine.hda -curses
root      4586  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_144 taskset -c 33 kvm -m 1 -hda microMachine.hda -curses
root      4589  1.4  0.0 302068 18212 pts/149  Rsl+ Sep28  16:16 kvm -m 1 -hda microMachine.hda -curses
root      4590  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_145 taskset -c 34 kvm -m 1 -hda microMachine.hda -curses
root      4593  1.4  0.0 302068 18216 pts/150  Ssl+ Sep28  15:31 kvm -m 1 -hda microMachine.hda -curses
root      4597  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_146 taskset -c 35 kvm -m 1 -hda microMachine.hda -curses
root      4599  1.5  0.0 302068 18216 pts/151  Ssl+ Sep28  16:47 kvm -m 1 -hda microMachine.hda -curses
root      4602  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_147 taskset -c 36 kvm -m 1 -hda microMachine.hda -curses
root      4604  1.4  0.0 302068 18212 pts/152  Ssl+ Sep28  15:55 kvm -m 1 -hda microMachine.hda -curses
root      4607  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_148 taskset -c 37 kvm -m 1 -hda microMachine.hda -curses
root      4609  1.4  0.0 302068 18212 pts/153  Ssl+ Sep28  15:28 kvm -m 1 -hda microMachine.hda -curses
root      4612  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_149 taskset -c 38 kvm -m 1 -hda microMachine.hda -curses
root      4614  1.5  0.0 302068 18216 pts/154  Ssl+ Sep28  16:18 kvm -m 1 -hda microMachine.hda -curses
root      4617  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_150 taskset -c 39 kvm -m 1 -hda microMachine.hda -curses
root      4619  1.4  0.0 302068 18216 pts/155  Ssl+ Sep28  16:08 kvm -m 1 -hda microMachine.hda -curses
root      4622  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_151 taskset -c 40 kvm -m 1 -hda microMachine.hda -curses
root      4624  1.4  0.0 302068 18216 pts/156  Ssl+ Sep28  15:27 kvm -m 1 -hda microMachine.hda -curses
root      4625  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_152 taskset -c 41 kvm -m 1 -hda microMachine.hda -curses
root      4629  1.3  0.0 302068 18212 pts/157  Ssl+ Sep28  15:09 kvm -m 1 -hda microMachine.hda -curses
root      4630  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_153 taskset -c 42 kvm -m 1 -hda microMachine.hda -curses
root      4632  1.4  0.0 302068 18216 pts/158  Ssl+ Sep28  15:24 kvm -m 1 -hda microMachine.hda -curses
root      4635  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_154 taskset -c 43 kvm -m 1 -hda microMachine.hda -curses
root      4637  1.5  0.0 302068 18212 pts/159  Ssl+ Sep28  16:24 kvm -m 1 -hda microMachine.hda -curses
root      4640  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_155 taskset -c 44 kvm -m 1 -hda microMachine.hda -curses
root      4642  1.4  0.0 302068 18212 pts/160  Ssl+ Sep28  15:14 kvm -m 1 -hda microMachine.hda -curses
root      4645  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_156 taskset -c 45 kvm -m 1 -hda microMachine.hda -curses
root      4649  1.4  0.0 302068 18212 pts/161  Ssl+ Sep28  15:15 kvm -m 1 -hda microMachine.hda -curses
root      4650  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_157 taskset -c 46 kvm -m 1 -hda microMachine.hda -curses
root      4654  1.4  0.0 302068 18212 pts/162  Ssl+ Sep28  15:31 kvm -m 1 -hda microMachine.hda -curses
root      4655  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_158 taskset -c 47 kvm -m 1 -hda microMachine.hda -curses
root      4659  1.4  0.0 302068 18216 pts/163  Ssl+ Sep28  15:46 kvm -m 1 -hda microMachine.hda -curses
root      4660  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_159 taskset -c 8 kvm -m 1 -hda microMachine.hda -curses
root      4664  1.2  0.0 302068 18216 pts/164  Ssl+ Sep28  13:54 kvm -m 1 -hda microMachine.hda -curses
root      4665  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_160 taskset -c 9 kvm -m 1 -hda microMachine.hda -curses
root      4667  1.4  0.0 302068 18216 pts/165  Ssl+ Sep28  16:07 kvm -m 1 -hda microMachine.hda -curses
root      4668  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_161 taskset -c 10 kvm -m 1 -hda microMachine.hda -curses
root      4672  1.3  0.0 302068 18216 pts/166  Ssl+ Sep28  15:06 kvm -m 1 -hda microMachine.hda -curses
root      4675  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_162 taskset -c 11 kvm -m 1 -hda microMachine.hda -curses
root      4677  1.4  0.0 302068 18212 pts/167  Ssl+ Sep28  15:22 kvm -m 1 -hda microMachine.hda -curses
root      4680  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_163 taskset -c 12 kvm -m 1 -hda microMachine.hda -curses
root      4682  1.5  0.0 302068 18212 pts/168  Ssl+ Sep28  17:23 kvm -m 1 -hda microMachine.hda -curses
root      4685  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_164 taskset -c 13 kvm -m 1 -hda microMachine.hda -curses
root      4689  1.3  0.0 302068 18216 pts/169  Ssl+ Sep28  15:06 kvm -m 1 -hda microMachine.hda -curses
root      4690  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_165 taskset -c 14 kvm -m 1 -hda microMachine.hda -curses
root      4692  1.5  0.0 302068 18212 pts/170  Ssl+ Sep28  16:29 kvm -m 1 -hda microMachine.hda -curses
root      4695  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_166 taskset -c 15 kvm -m 1 -hda microMachine.hda -curses
root      4699  1.3  0.0 302068 18216 pts/171  Ssl+ Sep28  14:58 kvm -m 1 -hda microMachine.hda -curses
root      4700  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_167 taskset -c 16 kvm -m 1 -hda microMachine.hda -curses
root      4704  1.4  0.0 302068 18212 pts/172  Rsl+ Sep28  16:08 kvm -m 1 -hda microMachine.hda -curses
root      4705  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_168 taskset -c 17 kvm -m 1 -hda microMachine.hda -curses
root      4707  1.3  0.0 302068 18212 pts/173  Ssl+ Sep28  14:49 kvm -m 1 -hda microMachine.hda -curses
root      4709  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_169 taskset -c 18 kvm -m 1 -hda microMachine.hda -curses
root      4712  1.3  0.0 302068 18216 pts/174  Ssl+ Sep28  14:52 kvm -m 1 -hda microMachine.hda -curses
root      4713  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_170 taskset -c 19 kvm -m 1 -hda microMachine.hda -curses
root      4717  1.3  0.0 302068 18216 pts/175  Ssl+ Sep28  14:19 kvm -m 1 -hda microMachine.hda -curses
root      4719  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_171 taskset -c 20 kvm -m 1 -hda microMachine.hda -curses
root      4722  1.3  0.0 302068 18212 pts/176  Rsl+ Sep28  14:59 kvm -m 1 -hda microMachine.hda -curses
root      4723  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_172 taskset -c 21 kvm -m 1 -hda microMachine.hda -curses
root      4728  1.4  0.0 302068 18216 pts/177  Ssl+ Sep28  15:39 kvm -m 1 -hda microMachine.hda -curses
root      4730  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_173 taskset -c 22 kvm -m 1 -hda microMachine.hda -curses
root      4733  1.4  0.0 302068 18212 pts/178  Rsl+ Sep28  15:22 kvm -m 1 -hda microMachine.hda -curses
root      4735  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_174 taskset -c 23 kvm -m 1 -hda microMachine.hda -curses
root      4739  1.2  0.0 302068 18216 pts/179  Rsl+ Sep28  13:18 kvm -m 1 -hda microMachine.hda -curses
root      4741  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_175 taskset -c 24 kvm -m 1 -hda microMachine.hda -curses
root      4744  1.6  0.0 302068 18216 pts/180  Ssl+ Sep28  17:49 kvm -m 1 -hda microMachine.hda -curses
root      4745  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_176 taskset -c 25 kvm -m 1 -hda microMachine.hda -curses
root      4747  1.7  0.0 302068 18212 pts/181  Ssl+ Sep28  19:09 kvm -m 1 -hda microMachine.hda -curses
root      4751  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_177 taskset -c 26 kvm -m 1 -hda microMachine.hda -curses
root      4754  1.7  0.0 302068 18216 pts/182  Rsl+ Sep28  19:25 kvm -m 1 -hda microMachine.hda -curses
root      4755  0.0  0.0  27020  1328 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_178 taskset -c 27 kvm -m 1 -hda microMachine.hda -curses
root      4759  1.6  0.0 302068 18216 pts/183  Ssl+ Sep28  17:29 kvm -m 1 -hda microMachine.hda -curses
root      4762  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_179 taskset -c 28 kvm -m 1 -hda microMachine.hda -curses
root      4764  1.5  0.0 302068 18216 pts/184  Ssl+ Sep28  16:55 kvm -m 1 -hda microMachine.hda -curses
root      4767  0.0  0.0  27020  1328 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_180 taskset -c 29 kvm -m 1 -hda microMachine.hda -curses
root      4771  1.6  0.0 302068 18212 pts/185  Ssl+ Sep28  17:31 kvm -m 1 -hda microMachine.hda -curses
root      4772  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_181 taskset -c 30 kvm -m 1 -hda microMachine.hda -curses
root      4775  1.5  0.0 302068 18212 pts/186  Ssl+ Sep28  17:05 kvm -m 1 -hda microMachine.hda -curses
root      4777  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_182 taskset -c 31 kvm -m 1 -hda microMachine.hda -curses
root      4779  1.5  0.0 302068 18212 pts/187  Ssl+ Sep28  16:19 kvm -m 1 -hda microMachine.hda -curses
root      4782  0.0  0.0  27020  1328 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_183 taskset -c 32 kvm -m 1 -hda microMachine.hda -curses
root      4784  1.5  0.0 302068 18212 pts/188  Ssl+ Sep28  16:39 kvm -m 1 -hda microMachine.hda -curses
root      4787  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_184 taskset -c 33 kvm -m 1 -hda microMachine.hda -curses
root      4789  1.4  0.0 302068 18216 pts/189  Ssl+ Sep28  16:00 kvm -m 1 -hda microMachine.hda -curses
root      4792  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_185 taskset -c 34 kvm -m 1 -hda microMachine.hda -curses
root      4794  1.4  0.0 302068 18212 pts/190  Ssl+ Sep28  16:18 kvm -m 1 -hda microMachine.hda -curses
root      4799  0.0  0.0  27020  1336 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_186 taskset -c 35 kvm -m 1 -hda microMachine.hda -curses
root      4800  1.4  0.0 302068 18212 pts/191  Ssl+ Sep28  15:42 kvm -m 1 -hda microMachine.hda -curses
root      4802  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_187 taskset -c 36 kvm -m 1 -hda microMachine.hda -curses
root      4806  1.4  0.0 302068 18216 pts/192  Rsl+ Sep28  15:46 kvm -m 1 -hda microMachine.hda -curses
root      4807  0.0  0.0  27020  1332 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_188 taskset -c 37 kvm -m 1 -hda microMachine.hda -curses
root      4809  1.4  0.0 302068 18212 pts/193  Ssl+ Sep28  15:31 kvm -m 1 -hda microMachine.hda -curses
root      4810  0.0  0.0  27020  1328 ?        Ss   Sep28   0:00 SCREEN -d -m -S mm_189 taskset -c 38 kvm -m 1 -hda microMachine.hda -curses
